GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
60528	1.00	6.37e-01	0.1802	0.4717567	0.08500678	114.73	ELAC2	elaC ribonuclease Z 2
100874058	1.00	6.94e-01	0.3769	-0.3932936	-0.14822648	26.29	COX10-DT	COX10 divergent transcript
1352	1.00	8.52e-01	0.2687	-0.1860763	-0.04999574	37.63	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
9953	1.00	8.59e-01	0.3383	0.1781233	0.0602553	74.17	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1
84815	1.00	8.57e-01	0.3658	0.1805041	0.06602601	21.01	MGC12916	uncharacterized protein MGC12916
100533496	1.00	8.53e-01	0.3857	-0.1859167	-0.07171351	18.67	TVP23C-CDRT4	TVP23C-CDRT4 readthrough
284040	1.00	8.52e-01	0.4748	-0.186628	-0.08861715	11.56	CDRT4	CMT1A duplicated region transcript 4
201158	1.00	7.98e-01	0.2389	-0.2558268	-0.06112017	61.14	TVP23C	trans-golgi network vesicle protein 23 homolog C
10626	1.00	7.68e-01	0.417	0.2951458	0.12306615	14.44	TRIM16	tripartite motif containing 16
57335	1.00	7.42e-01	0.3419	0.3287887	0.11242758	39.79	ZNF286A	zinc finger protein 286A
54902	1.00	5.24e-01	0.1689	-0.6368769	-0.10759601	134.97	TTC19	tetratricopeptide repeat domain 19
9611	1.00	8.24e-01	0.1049	-0.2230132	-0.0233951	1192.05	NCOR1	nuclear receptor corepressor 1
9487	1.00	5.89e-01	0.287	-0.5402182	-0.15506832	56.81	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
7314	1.00	1.28e-01	0.5346	1.5210982	0.81325134	8399.34	UBB	ubiquitin B
51393	1.00	7.48e-01	0.2436	0.3207581	0.07812414	221.7	TRPV2	transient receptor potential cation channel subfamily V member 2
125144	1.00	2.05e-01	0.1849	1.2682224	0.23446929	172.27	SNHG29	small nucleolar RNA host gene 29
692087	1.00	4.51e-01	0.3701	-0.7543723	-0.27918334	13.86	SNORD49B	small nucleolar RNA, C/D box 49B
388341	1.00	2.88e-01	0.2471	1.0634797	0.26277606	89.73	LRRC75A	leucine rich repeat containing 75A
57336	1.00	8.33e-01	0.4026	-0.2111236	-0.08500193	20.57	ZNF287	zinc finger protein 287
57547	1.00	7.84e-01	0.3185	-0.2742495	-0.08735644	25.94	ZNF624	zinc finger protein 624
96597	1.00	3.13e-01	0.7733	-1.0095403	-0.78067189	15.39	TBC1D27P	TBC1 domain family member 27, pseudogene
23495	1.00	5.41e-01	0.8062	-0.6112158	-0.49277014	12.78	TNFRSF13B	TNF receptor superfamily member 13B
23164	1.00	5.13e-01	0.2722	-0.6538162	-0.17795692	676.91	MPRIP	myosin phosphatase Rho interacting protein
201164	1.00	4.27e-02	0.388	-2.0268829	-0.78636114	18.27	PLD6	phospholipase D family member 6
201163	1.00	1.84e-01	0.2199	1.329046	0.29221698	236.62	FLCN	folliculin
8533	1.00	2.33e-01	0.2351	1.1914233	0.2801552	125.07	COPS3	COP9 signalosome subunit 3
56953	1.00	9.28e-01	0.4603	-0.0899047	-0.04138666	30.44	NT5M	5',3'-nucleotidase, mitochondrial
55090	1.00	8.93e-01	0.3136	0.1339798	0.04201075	24.29	MED9	mediator complex subunit 9
10400	1.00	7.94e-01	0.4254	0.2616869	0.11133055	10.29	PEMT	phosphatidylethanolamine N-methyltransferase
10743	1.00	2.75e-01	0.2271	1.0911015	0.24779168	101.38	RAI1	retinoic acid induced 1
140771	1.00	6.55e-01	0.5149	-0.447484	-0.23041871	10.09	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5
6720	1.00	2.95e-01	0.2768	1.0480159	0.29012188	121.87	SREBF1	sterol regulatory element binding transcription factor 1
146691	1.00	2.85e-01	0.1627	1.0692045	0.17391948	137.02	TOM1L2	target of myb1 like 2 membrane trafficking protein
83450	1.00	1.59e-01	0.396	-1.4099202	-0.55832074	19.96	DRC3	dynein regulatory complex subunit 3
91647	1.00	8.44e-01	0.2697	-0.1971797	-0.05318212	46.49	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
79018	1.00	2.27e-01	0.4685	1.20942	0.56662899	228.14	GID4	GID complex subunit 4 homolog
1819	1.00	6.91e-01	0.2187	-0.3974091	-0.08693219	64.38	DRG2	developmentally regulated GTP binding protein 2
54890	1.00	6.60e-02	0.1859	1.838166	0.3417625	321.16	ALKBH5	alkB homolog 5, RNA demethylase
3996	1.00	3.31e-01	0.2883	0.9722846	0.28034192	63.29	LLGL1	LLGL scribble cell polarity complex component 1
2314	1.00	5.86e-01	0.2288	0.5449196	0.12468516	714.5	FLII	FLII actin remodeling protein
125170	1.00	1.22e-01	0.3063	-1.5453984	-0.47330599	25.99	MIEF2	mitochondrial elongation factor 2
7156	1.00	5.09e-01	0.2183	-0.6599197	-0.14403125	253.13	TOP3A	DNA topoisomerase III alpha
140775	1.00	6.92e-01	0.1747	-0.3962914	-0.06924733	437.47	SMCR8	SMCR8-C9orf72 complex subunit
6470	1.00	1.60e-01	0.316	1.4057715	0.4442122	22.23	SHMT1	serine hydroxymethyltransferase 1
654346	1.00	4.19e-01	0.476	0.8081861	0.38469773	10.28	LGALS9C	galectin 9C
220594	1.00	3.80e-01	0.4207	0.8769835	0.36893459	23.9	USP32P2	ubiquitin specific peptidase 32 pseudogene 2
284047	1.00	5.60e-02	0.2757	-1.9107609	-0.52677472	82.31	CCDC144BP	coiled-coil domain containing 144B, pseudogene
729288	1.00	4.31e-01	0.4826	0.7880951	0.38034744	11.04	ZNF286B	zinc finger protein 286B (pseudogene)
2310	1.00	4.25e-01	0.449	0.7970735	0.3578525	373.2	FOXO3B	forkhead box O3B
51030	1.00	9.13e-01	0.2182	-0.10916	-0.02382227	91.74	TVP23B	trans-golgi network vesicle protein 23 homolog B
5636	1.00	9.46e-01	0.2519	-0.0680354	-0.01713492	100.9	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2
125206	1.00	6.70e-01	0.2977	-0.4256766	-0.12672644	37.47	SLC5A10	solute carrier family 5 member 10
644815	1.00	3.62e-01	0.3236	0.9112131	0.29482593	23.27	FAM83G	family with sequence similarity 83 member G
10750	1.00	8.91e-01	0.314	0.136869	0.0429823	44.32	GRAP	GRB2 related adaptor protein
26851	1.00	1.00e-01	0.3815	-1.6436367	-0.62702329	25.91	SNORD3B-1	small nucleolar RNA, C/D box 3B-1
780852	1.00	1.09e-01	0.4991	-1.6039324	-0.80054975	24.71	SNORD3B-2	small nucleolar RNA, C/D box 3B-2
780854	1.00	2.77e-01	0.491	-1.0864516	-0.53341306	49.99	SNORD3D	small nucleolar RNA, C/D box 3D
400581	1.00	4.38e-01	0.4223	-0.7753798	-0.32747164	70.69	GRAPL	GRB2 related adaptor protein like
780851	1.00	2.95e-01	0.4966	-1.0474255	-0.52014497	666.98	SNORD3A	small nucleolar RNA, C/D box 3A
780853	1.00	1.67e-01	0.5041	-1.3829109	-0.69717489	50.86	SNORD3C	small nucleolar RNA, C/D box 3C
388436	1.00	2.28e-01	0.6682	-1.2066528	-0.80625422	11.54	LOC388436	uncharacterized protein ENSP00000382042
5598	1.00	5.52e-01	0.2271	-0.5948562	-0.13508284	48.76	MAPK7	mitogen-activated protein kinase 7
4239	1.00	9.03e-01	0.4525	0.1213968	0.05493576	9.41	MFAP4	microfibril associated protein 4
224	1.00	7.75e-01	0.2033	0.2861903	0.05817915	72.24	ALDH3A2	aldehyde dehydrogenase 3 family member A2
9706	1.00	8.64e-01	0.2123	0.1708756	0.03628301	87.82	ULK2	unc-51 like autophagy activating kinase 2
11216	1.00	4.85e-01	0.1896	0.6989813	0.13255351	291.88	AKAP10	A-kinase anchoring protein 10
92521	1.00	4.43e-01	0.3829	-0.766629	-0.2935349	1235.76	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1
348254	1.00	7.69e-01	0.3305	-0.2941515	-0.09720473	25.83	CCDC144CP	coiled-coil domain containing 144C, pseudogene
347716	1.00	7.69e-01	0.353	-0.2937513	-0.10368794	16.58	USP32P3	ubiquitin specific peptidase 32 pseudogene 3
284194	1.00	1.62e-01	0.5315	-1.3970505	-0.74249595	11.46	LGALS9B	galectin 9B
23326	1.00	5.86e-01	0.1741	0.5447787	0.09483088	528.24	USP22	ubiquitin specific peptidase 22
25979	1.00	5.13e-01	0.3831	0.6548747	0.25086411	35.14	DHRS7B	dehydrogenase/reductase 7B
8834	1.00	8.58e-02	0.3675	1.7182143	0.63149292	46.14	TMEM11	transmembrane protein 11
107984969	1.00	2.89e-01	0.4475	1.0592809	0.47401858	13.73	TMEM11-DT	TMEM11 divergent transcript
256302	1.00	7.04e-01	0.4002	0.3794341	0.15185896	335.76	NATD1	N-acetyltransferase domain containing 1
5606	1.00	6.35e-01	0.4716	-0.4747824	-0.2239049	1653.24	MAP2K3	mitogen-activated protein kinase kinase 3
339263	1.00	9.15e-01	0.3956	0.1065069	0.0421294	14.54	LINC02693	long intergenic non-protein coding RNA 2693
23666	1.00	2.40e-01	0.596	1.1739233	0.69963829	21.78	UBBP4	ubiquitin B pseudogene 4
26118	1.00	5.68e-01	0.2646	-0.5715615	-0.15121368	791.24	WSB1	WD repeat and SOCS box containing 1
8844	1.00	2.89e-01	0.164	-1.0604503	-0.17386498	294.34	KSR1	kinase suppressor of ras 1
3965	1.00	5.54e-01	0.2967	-0.5911697	-0.17537166	403.3	LGALS9	galectin 9
201229	1.00	6.41e-01	0.3543	-0.4658367	-0.16506742	24.19	LYRM9	LYR motif containing 9
105371709	1.00	5.80e-02	0.2947	1.8959039	0.5586399	28.06	LOC105371709	uncharacterized LOC105371709
51701	1.00	7.11e-01	0.1739	0.3701512	0.06435452	115.22	NLK	nemo like kinase
102724517	1.00	6.46e-01	0.2926	0.4597119	0.13453286	30.27	LOC102724517	uncharacterized LOC102724517
27346	1.00	9.61e-01	0.4021	0.0486139	0.0195483	14.68	TMEM97	transmembrane protein 97
90410	1.00	2.59e-01	0.2582	1.1287726	0.29147964	34.11	IFT20	intraflagellar transport 20
7126	1.00	4.41e-01	0.2243	-0.770574	-0.17283455	54.14	TNFAIP1	TNF alpha induced protein 1
26073	1.00	4.97e-01	0.2006	0.6790954	0.13623482	101.04	POLDIP2	DNA polymerase delta interacting protein 2
147007	1.00	4.07e-01	0.2064	0.8296599	0.17124207	70.5	TMEM199	transmembrane protein 199
7448	1.00	2.67e-01	0.4842	1.1105792	0.53771621	9.65	VTN	vitronectin
23098	1.00	2.98e-01	0.2914	1.040438	0.30316251	71.19	SARM1	sterile alpha and TIR motif containing 1
113235	1.00	2.09e-01	0.3183	1.2564699	0.39989199	40.63	SLC46A1	solute carrier family 46 member 1
9094	1.00	6.84e-01	0.2943	-0.4065023	-0.1196288	148.81	UNC119	unc-119 lipid binding chaperone
94005	1.00	3.15e-01	0.185	-1.0044745	-0.18584639	108.99	PIGS	phosphatidylinositol glycan anchor biosynthesis class S
230	1.00	3.87e-01	0.3337	0.8642092	0.2883955	23.76	ALDOC	aldolase, fructose-bisphosphate C
10615	1.00	7.60e-01	0.4866	-0.3056456	-0.14872292	18.58	SPAG5	sperm associated antigen 5
100506436	1.00	5.88e-01	0.2413	0.5414939	0.1306392	40.61	SPAG5-AS1	SPAG5 antisense RNA 1
124923	1.00	7.32e-02	0.2103	-1.7918806	-0.37678336	72.72	RSKR	ribosomal protein S6 kinase related
9703	1.00	4.17e-01	0.1161	0.8120635	0.09427223	736.27	BLTP2	bridge-like lipid transfer protein family member 2
6388	1.00	1.39e-01	0.2018	1.4800237	0.29860064	78.38	SDF2	stromal cell derived factor 2
6830	1.00	4.11e-01	0.1261	0.8221443	0.10364134	522.05	SUPT6H	SPT6 homolog, histone chaperone and transcription elongation factor
147011	1.00	3.43e-01	0.3478	-0.947957	-0.32971004	32.35	PROCA1	protein interacting with cyclin A1
83871	1.00	1.33e-01	0.3548	1.5011472	0.53257141	16	RAB34	RAB34, member RAS oncogene family
6147	1.00	6.78e-01	0.1977	0.4152358	0.08210575	908.65	RPL23A	ribosomal protein L23a
116238	1.00	1.01e-01	0.406	-1.6380526	-0.665054	11.17	TLCD1	TLC domain containing 1
284086	1.00	6.84e-02	0.33	-1.822371	-0.60133679	27.69	NEK8	NIMA related kinase 8
9618	1.00	2.64e-01	0.4088	-1.117565	-0.45686461	36.08	TRAF4	TNF receptor associated factor 4
55731	1.00	2.01e-01	0.209	-1.2792471	-0.26735293	82.63	FAM222B	family with sequence similarity 222 member B
26284	1.00	3.49e-01	0.2827	0.9364665	0.2647542	34.82	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
2319	1.00	7.87e-01	0.3575	-0.2707967	-0.09680932	1183.29	FLOT2	flotillin 2
147015	1.00	2.58e-01	0.3111	-1.1322535	-0.35220535	133.8	DHRS13	dehydrogenase/reductase 13
57649	1.00	8.38e-01	0.2497	-0.2045874	-0.05108976	503	PHF12	PHD finger protein 12
101927018	1.00	1.75e-01	0.3554	-1.3548856	-0.48147659	18.7	LOC101927018	uncharacterized LOC101927018
105371716	1.00	3.27e-01	0.4101	-0.980273	-0.40199127	11.19	LOC105371716	uncharacterized LOC105371716
124925	1.00	1.13e-01	0.3928	-1.5865172	-0.62311815	24.51	SEZ6	seizure related 6 homolog
399687	1.00	9.44e-01	0.1548	0.0701894	0.0108635	486.98	MYO18A	myosin XVIIIA
9220	1.00	8.25e-01	0.2654	-0.2207769	-0.05859094	41.63	TIAF1	replaced by ID 399687
1411	1.00	1.99e-01	0.4254	-1.2854057	-0.54684136	10.12	CRYBA1	crystallin beta A1
57532	1.00	9.68e-01	0.1718	-0.0404171	-0.00694245	1030.48	NUFIP2	nuclear FMR1 interacting protein 2
100616122	1.00	2.86e-01	0.3065	-1.0679902	-0.32733056	22.18	MIR4523	microRNA 4523
57551	1.00	7.61e-01	0.192	-0.3037817	-0.05832099	1024.19	TAOK1	TAO kinase 1
116236	1.00	8.84e-01	0.3144	0.1458016	0.04584126	80.19	ABHD15	abhydrolase domain containing 15
90313	1.00	5.70e-01	0.2584	-0.5676069	-0.14665953	71.83	TP53I13	tumor protein p53 inducible protein 13
28964	1.00	2.77e-01	0.2016	1.0862666	0.21896171	137.66	GIT1	GIT ArfGAP 1
85464	1.00	5.65e-01	0.3096	-0.5759818	-0.17830629	3349.67	SSH2	slingshot protein phosphatase 2
107984990	1.00	7.98e-01	0.3738	-0.2557528	-0.09560229	40.65	LOC107984990	uncharacterized LOC107984990
84081	1.00	8.26e-01	0.2039	-0.2203739	-0.04494227	108.64	NSRP1	nuclear speckle splicing regulatory protein 1
6532	1.00	4.31e-01	0.3746	0.7883253	0.29532391	16.5	SLC6A4	solute carrier family 6 member 4
642	1.00	5.56e-01	0.2426	0.5893675	0.14299025	44.56	BLMH	bleomycin hydrolase
1362	1.00	7.62e-01	0.4136	0.303359	0.12547793	1193.35	CPD	carboxypeptidase D
9527	1.00	8.52e-01	0.1657	0.1872022	0.0310189	170.83	GOSR1	golgi SNAP receptor complex member 1
107133515	1.00	7.04e-01	0.2892	0.3794384	0.10971851	47.53	SMURF2P1-LRRC37BP1	SMURF2P1-LRRC37BP1 readthrough transcribed pseudogene
440423	1.00	6.33e-02	0.144	-1.8570458	-0.26745792	188.17	SUZ12P1	SUZ12 pseudogene 1
51379	1.00	6.84e-01	0.215	-0.4075759	-0.08762054	462.19	CRLF3	cytokine receptor like factor 3
79915	1.00	4.22e-01	0.2245	-0.8036901	-0.18039622	121.42	ATAD5	ATPase family AAA domain containing 5
79736	1.00	6.23e-01	0.2726	-0.4915881	-0.13398652	32.01	TEFM	transcription elongation factor, mitochondrial
55803	1.00	1.83e-01	0.317	1.3322284	0.42233154	63.73	ADAP2	ArfGAP with dual PH domains 2
84282	1.00	7.67e-01	0.2685	0.296586	0.07964583	107.31	RNF135	ring finger protein 135
503645	1.00	5.70e-01	0.6029	-0.5686918	-0.34288177	10.88	DPRXP4	divergent-paired related homeobox pseudogene 4
107984974	1.00	9.09e-01	0.1626	0.1141335	0.01856381	145.11	LOC107984974	SMAD specific E3 ubiquitin protein ligase 2 (SMURF2) pseudogene
4763	1.00	4.96e-01	0.1741	-0.681288	-0.11858383	376.63	NF1	neurofibromin 1
101927057	1.00	7.39e-01	0.468	0.3336735	0.15615326	10.01	LOC101927057	uncharacterized LOC101927057
4974	1.00	8.12e-01	0.3953	0.2382225	0.09417004	20.28	OMG	oligodendrocyte myelin glycoprotein
2124	1.00	6.25e-01	0.307	-0.4882563	-0.14990928	1902.59	EVI2B	ecotropic viral integration site 2B
2123	1.00	4.13e-01	0.2306	0.8185045	0.18875365	449.51	EVI2A	ecotropic viral integration site 2A
84440	1.00	8.70e-01	0.2177	0.1638823	0.03567629	444.47	RAB11FIP4	RAB11 family interacting protein 4
55813	1.00	9.36e-01	0.1487	0.0803258	0.01194258	151.91	UTP6	UTP6 small subunit processome component
23512	1.00	9.77e-01	0.1706	-0.0292081	-0.00498201	240.07	SUZ12	SUZ12 polycomb repressive complex 2 subunit
114659	1.00	9.20e-01	0.2109	0.100241	0.02114272	99.47	LRRC37B	leucine rich repeat containing 37B
6458	1.00	9.49e-02	0.3104	-1.6700486	-0.51842423	24.39	SH3GL1P1	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1
105371730	1.00	9.25e-01	0.378	0.0943044	0.03564376	14.58	LOC105371730	uncharacterized LOC105371730
55288	1.00	3.98e-01	0.2295	-0.8445184	-0.19379711	377.4	RHOT1	ras homolog family member T1
503640	1.00	1.01e-01	0.3796	-1.6411422	-0.62304096	23.81	ARGFXP2	arginine-fifty homeobox pseudogene 2
64149	1.00	9.45e-01	0.2871	0.0687102	0.01972945	24.16	C17orf75	chromosome 17 open reading frame 75
693217	1.00	4.33e-01	0.3659	-0.7839727	-0.28683299	17.35	MIR632	microRNA 632
7756	1.00	3.71e-01	0.0977	-0.8943261	-0.08741862	968.48	ZNF207	zinc finger protein 207
5717	1.00	7.71e-01	0.2061	0.2905997	0.05989876	123.17	PSMD11	proteasome 26S subunit, non-ATPase 11
8851	1.00	8.53e-01	0.4371	0.1850561	0.08089566	43.55	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
4642	1.00	5.53e-01	0.3434	0.5936303	0.20385172	54.38	MYO1D	myosin ID
91603	1.00	1.31e-01	0.2584	1.5096662	0.39011588	67.01	ZNF830	zinc finger protein 830
3980	1.00	7.41e-01	0.1655	-0.3303161	-0.05468156	186.85	LIG3	DNA ligase 3
117584	1.00	9.13e-01	0.1921	-0.109359	-0.0210133	317.97	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase
100529207	1.00	7.71e-01	0.2122	0.2910296	0.06175948	180.82	RAD51L3-RFFL	RAD51L3-RFFL readthrough
5892	1.00	7.81e-01	0.359	-0.278101	-0.09985176	72.62	RAD51D	RAD51 paralog D
54475	1.00	4.13e-01	0.394	0.8179868	0.32232301	24.54	NLE1	notchless homolog 1
105371932	1.00	3.84e-01	0.3693	-0.8703987	-0.32141143	36.19	LOC105371932	uncharacterized LOC105371932
162394	1.00	3.92e-01	0.3221	0.8566056	0.27587469	1076.04	SLFN5	schlafen family member 5
91607	1.00	8.64e-02	0.1715	1.7148224	0.29417285	199.27	SLFN11	schlafen family member 11
55106	1.00	1.45e-01	0.3315	-1.4572569	-0.4830592	127.7	SLFN12	schlafen family member 12
146857	1.00	7.44e-01	0.2926	0.3262226	0.09543977	181.97	SLFN13	schlafen family member 13
100506736	1.00	9.32e-01	0.3274	-0.0847024	-0.02773089	337.21	SLFN12L	schlafen family member 12 like
342618	1.00	7.66e-01	0.4131	-0.2978015	-0.12301785	122.03	SLFN14	schlafen family member 14
107985033	1.00	6.49e-01	0.4802	-0.4558088	-0.21886265	8.8	LOC107985033	uncharacterized LOC107985033
105371743	1.00	8.23e-01	0.4325	-0.2230782	-0.09648205	15.28	SNHG30	small nucleolar RNA host gene 30
5193	1.00	9.09e-01	0.3158	0.1140687	0.03602482	21.51	PEX12	peroxisomal biogenesis factor 12
163	1.00	6.48e-01	0.2181	0.4559726	0.09945343	866.68	AP2B1	adaptor related protein complex 2 subunit beta 1
8148	1.00	1.02e-01	0.1388	1.6354005	0.22697579	328.67	TAF15	TATA-box binding protein associated factor 15
256957	1.00	3.18e-01	0.4022	0.9990817	0.4018306	17.07	HEATR9	HEAT repeat containing 9
6352	1.00	9.63e-02	0.27	1.6629364	0.44895295	733.77	CCL5	C-C motif chemokine ligand 5
100533789	1.00	2.57e-01	0.4277	1.1345348	0.48521852	11.66	LRRC37A8P	leucine rich repeat containing 37 member A8, pseudogene
6348	1.00	6.37e-01	0.6592	-0.4724858	-0.31145366	13.71	CCL3	C-C motif chemokine ligand 3
101927369	1.00	5.74e-01	0.3942	-0.5624782	-0.2217283	37.77	LOC101927369	uncharacterized LOC101927369
6351	1.00	6.60e-01	0.418	0.4401284	0.18397538	42.5	CCL4	C-C motif chemokine ligand 4
9560	1.00	1.98e-01	0.6365	1.2869135	0.81916322	13.9	CCL4L2	C-C motif chemokine ligand 4 like 2
102724862	1.00	4.89e-01	0.2796	-0.6924706	-0.19359205	29.33	TBC1D3I	TBC1 domain family member 3I
101060321	1.00	7.90e-01	0.3778	-0.2656833	-0.10038367	12.72	TBC1D3G	TBC1 domain family member 3G
729877	1.00	5.64e-01	0.3508	-0.5765712	-0.20223913	17.01	TBC1D3H	TBC1 domain family member 3H
84218	1.00	6.36e-01	0.4639	-0.4734399	-0.21962894	9.77	TBC1D3F	TBC1 domain family member 3F
9326	1.00	5.91e-01	0.2328	-0.5376827	-0.12517905	48.47	ZNHIT3	zinc finger HIT-type containing 3
80179	1.00	3.90e-01	0.2668	-0.8589216	-0.22918776	76.32	MYO19	myosin XIX
284098	1.00	5.62e-01	0.3669	-0.5799746	-0.21277859	14.7	PIGW	phosphatidylinositol glycan anchor biosynthesis class W
79893	1.00	3.70e-01	0.1578	-0.8955751	-0.14129389	218.95	GGNBP2	gametogenetin binding protein 2
79922	1.00	2.86e-01	0.3298	-1.0664758	-0.35170907	25.94	MRM1	mitochondrial rRNA methyltransferase 1
26574	1.00	7.65e-01	0.1508	0.2987618	0.04505259	214.2	AATF	apoptosis antagonizing transcription factor
105371753	1.00	9.96e-01	0.4111	-0.0052881	-0.0021738	20.61	LOC105371753	uncharacterized LOC105371753
31	1.00	8.36e-01	0.2478	-0.2068803	-0.05125626	97.15	ACACA	acetyl-CoA carboxylase alpha
6871	1.00	3.52e-01	0.2481	0.9300571	0.23077015	53.68	TADA2A	transcriptional adaptor 2A
11072	1.00	4.67e-01	0.4852	0.7266432	0.3525485	10.8	DUSP14	dual specificity phosphatase 14
11276	1.00	3.66e-01	0.1369	0.904542	0.12384243	610.17	SYNRG	synergin gamma
11056	1.00	3.33e-01	0.2459	0.9680127	0.23806948	72.92	DDX52	DExD-box helicase 52
101060351	1.00	6.86e-01	0.3159	0.4042822	0.12769646	25.95	TBC1D3K	TBC1 domain family member 3K
101060376	1.00	6.64e-01	0.3142	-0.4346543	-0.1365736	29.49	TBC1D3L	TBC1 domain family member 3L
101060389	1.00	8.78e-01	0.3534	-0.1533525	-0.05418723	22.1	TBC1D3D	TBC1 domain family member 3D
414060	1.00	4.54e-01	0.3602	-0.7489275	-0.26975461	22.16	TBC1D3C	TBC1 domain family member 3C
101929950	1.00	4.51e-01	0.3139	-0.7541648	-0.23674281	23.33	LOC101929950	puromycin-sensitive aminopeptidase-like protein
102723859	1.00	7.27e-01	0.3178	-0.3491917	-0.11096526	48.38	TBC1D3E	TBC1 domain family member 3E
729873	1.00	9.75e-01	0.4191	-0.0315966	-0.01324198	13.7	TBC1D3	TBC1 domain family member 3
440434	1.00	4.33e-01	0.2361	-0.7834778	-0.18499073	97.21	NPEPPSP1	NPEPPS pseudogene 1
84311	1.00	8.10e-01	0.2718	0.2408468	0.06545269	32.41	MRPL45	mitochondrial ribosomal protein L45
30837	1.00	4.00e-01	0.2355	0.8412145	0.19807149	82.74	SOCS7	suppressor of cytokine signaling 7
105371763	1.00	4.97e-01	0.4872	0.6788532	0.33070504	13.12	LOC105371763	uncharacterized LOC105371763
4302	1.00	5.39e-01	0.2358	0.6137267	0.14472964	1125.48	MLLT6	MLLT6, PHD finger containing
105371762	1.00	1.05e-01	0.3604	-1.619585	-0.58374058	15.27	LOC105371762	uncharacterized LOC105371762
284106	1.00	5.01e-01	0.3803	0.6729692	0.25591093	27.14	CISD3	CDGSH iron sulfur domain 3
5691	1.00	7.68e-01	0.3445	0.2944108	0.10143075	170.98	PSMB3	proteasome 20S subunit beta 3
8396	1.00	6.06e-01	0.1726	-0.5164571	-0.0891662	209.69	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
54883	1.00	2.48e-01	0.1798	1.156372	0.20786124	140.16	CWC25	CWC25 spliceosome associated protein homolog
9349	1.00	1.64e-01	0.1826	1.3929317	0.254284	681.6	RPL23	ribosomal protein L23
3927	1.00	4.21e-01	0.2628	0.805486	0.21167618	1392.65	LASP1	LIM and SH3 protein 1
100505576	1.00	6.98e-01	0.3972	0.3879372	0.15410725	16.12	LINC00672	long intergenic non-protein coding RNA 672
57125	1.00	1.47e-01	0.5194	-1.4505364	-0.75346795	21.72	PLXDC1	plexin domain containing 1
782	1.00	3.67e-01	0.3931	0.9022208	0.35462644	25.38	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
6143	1.00	2.90e-01	0.1837	1.058267	0.19445017	1063.71	RPL19	ribosomal protein L19
84961	1.00	4.01e-01	0.1976	-0.8389626	-0.16579458	378.82	FBXL20	F-box and leucine rich repeat protein 20
5469	1.00	9.75e-01	0.1688	0.0315832	0.00533255	320.23	MED1	mediator complex subunit 1
51755	1.00	8.33e-01	0.1378	0.2110103	0.02908086	714.83	CDK12	cyclin dependent kinase 12
10948	1.00	9.02e-01	0.2375	0.1234896	0.02933413	181.9	STARD3	StAR related lipid transfer domain containing 3
93210	1.00	5.12e-01	0.279	0.6549793	0.18271964	48.85	PGAP3	post-GPI attachment to proteins phospholipase 3
2064	1.00	8.74e-01	0.4416	0.1585511	0.07001653	63.86	ERBB2	erb-b2 receptor tyrosine kinase 2
84299	1.00	6.41e-01	0.2175	0.4661167	0.1013993	53.52	MIEN1	migration and invasion enhancer 1
22806	1.00	7.99e-01	0.3253	0.254517	0.08280566	962.84	IKZF3	IKAROS family zinc finger 3
55876	1.00	5.61e-01	0.2735	-0.5808096	-0.15883877	96.14	GSDMB	gasdermin B
94103	1.00	5.19e-01	0.2028	0.6441876	0.13062469	294.64	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3
5709	1.00	3.97e-01	0.1933	0.8472612	0.16381278	114.64	PSMD3	proteasome 26S subunit, non-ATPase 3
9862	1.00	6.38e-01	0.2214	-0.4702482	-0.10413281	104.69	MED24	mediator complex subunit 24
7067	1.00	4.37e-01	0.2593	-0.7765641	-0.20136965	85.98	THRA	thyroid hormone receptor alpha
9572	1.00	8.58e-01	0.3624	0.1788809	0.06482822	21.1	NR1D1	nuclear receptor subfamily 1 group D member 1
339287	1.00	8.98e-01	0.3661	-0.127885	-0.04681458	1246.7	MSL1	MSL complex subunit 1
22794	1.00	2.45e-01	0.2044	-1.1631043	-0.23773595	701.85	CASC3	CASC3 exon junction complex subunit
51195	1.00	9.53e-01	0.3197	-0.0593735	-0.01898064	45.27	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
147179	1.00	8.47e-01	0.197	-0.1923429	-0.03788352	319.4	WIPF2	WAS/WASL interacting protein family member 2
990	1.00	8.51e-01	0.6171	0.1880596	0.1160429	9.35	CDC6	cell division cycle 6
5914	1.00	9.44e-01	0.2742	-0.0708589	-0.01942974	631.71	RARA	retinoic acid receptor alpha
